ad_id,recommendation,platform,brand,category,ad_type,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,impressions,clicks,ctr,conversions,cpc,cpa,creative_score,landing_page_score,frequency,video_completion_rate
AD-0379,SCALE,Meta,Man Matters,Wellness,Video,M 18-24,Celebrity Endorsement,Active,2025-09-23,46,154690.24,3004555.64,19.42,6699400,431558,6.44,1563,0.36,98.97,5.52,5.54,5.73,78.32
AD-0380,SCALE,YouTube,Man Matters,Skin Care,Story,F 35-44,Doctor Trust,Active,2025-05-25,83,28643.56,22414870.33,782.54,1395438,104180,7.47,11254,0.27,2.55,7.59,2.06,6.28,
AD-0381,SCALE,Instagram,Little Joys,Nutrition,Carousel,M 25-34,Testimonial,Active,2025-05-10,37,176985.88,21374811.78,120.77,2170851,116512,5.37,15344,1.52,11.53,7.15,7.28,5.12,
AD-0382,ENDED_WIN,YouTube,Little Joys,Skin Care,Carousel,M 25-34,UGC Style,Completed,2025-07-07,75,89060.63,18674041.77,209.68,3830732,103940,2.71,14800,0.86,6.02,8.97,6.1,6.13,
AD-0383,ENDED_WIN,Google,Little Joys,Hair Care,Story,M 35-44,Before/After,Completed,2025-08-21,20,73747.53,1203909.19,16.32,2968127,107772,3.63,5171,0.68,14.26,4.98,5.85,1.9,
AD-0384,ENDED_WIN,Instagram,Little Joys,Hair Care,Carousel,M 18-24,UGC Style,Paused,2025-03-07,38,199097.54,5941986.91,29.84,9698017,160469,1.65,12602,1.24,15.8,2.46,6.63,5.56,
AD-0385,ENDED_WIN,Google,Little Joys,Skin Care,Story,M 18-24,Testimonial,Completed,2025-01-21,29,111245.24,3874303.59,34.83,4562712,78809,1.73,2719,1.41,40.91,2.49,4.47,1.36,
AD-0386,SCALE,Google,Little Joys,Nutrition,Image,M 25-34,Product Demo,Active,2025-04-17,43,111434.12,17044526.29,152.96,4131469,275183,6.66,26297,0.4,4.24,5.69,9.27,4.21,
AD-0387,ENDED_WIN,Instagram,Be Bodywise,Sexual Health,Video,F 35-44,UGC Style,Paused,2025-09-03,31,78862.09,8412307.51,106.67,2745981,107665,3.92,13857,0.73,5.69,9.97,4.99,3.02,59.62
AD-0388,SCALE,Instagram,Man Matters,Hair Care,Story,M 35-44,Before/After,Active,2025-03-28,27,181908.97,13155822.85,72.32,8358637,170154,2.04,8458,1.07,21.51,9.52,6.18,4.26,
AD-0389,ENDED_OK,Instagram,Be Bodywise,Skin Care,Carousel,M 25-34,Testimonial,Completed,2025-03-12,69,15715.66,140120.98,8.92,681306,5967,0.88,563,2.63,27.91,4.86,7.05,6.93,
AD-0390,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Carousel,M 25-34,Celebrity Endorsement,Completed,2025-09-16,74,127459.35,24808692.46,194.64,5042540,216117,4.29,29596,0.59,4.31,4.9,1.43,2.25,
AD-0391,ENDED_WIN,YouTube,Be Bodywise,Skin Care,Carousel,M 25-34,Testimonial,Paused,2025-07-09,47,193076.44,16686662.74,86.43,7222818,275473,3.81,12613,0.7,15.31,5.06,5.4,7.92,
AD-0392,ENDED_WIN,Google,Little Joys,Nutrition,Story,M 25-34,Lifestyle,Completed,2025-07-17,82,73429.86,1237043.77,16.85,436670,22115,5.06,2318,3.32,31.68,5.84,7.26,3.09,
AD-0393,ENDED_OK,Google,Man Matters,Sexual Health,Reel,M 35-44,Celebrity Endorsement,Paused,2025-05-03,42,17700.55,200188.71,11.31,144778,5685,3.93,274,3.11,64.6,5.29,7.15,2.4,83.51
AD-0394,SCALE,Meta,Be Bodywise,Wellness,Video,F 25-34,Product Demo,Active,2025-01-28,24,76436.17,24439704.42,319.74,1376155,94138,6.84,13028,0.81,5.87,6.35,4.81,7.48,48.94
AD-0395,SCALE,Instagram,Be Bodywise,Hair Care,Image,M 35-44,Testimonial,Active,2025-11-28,83,56786.35,4000426.75,70.45,2528704,25043,0.99,3618,2.27,15.7,7.6,5.32,4.73,
AD-0396,ENDED_WIN,Instagram,Man Matters,Nutrition,Story,F 35-44,Lifestyle,Paused,2025-11-07,75,56826.9,1140032.63,20.06,1036074,9062,0.87,1018,6.27,55.82,1.69,1.78,6.87,
AD-0397,ENDED_WIN,Google,Be Bodywise,Weight Management,Story,F 18-24,Before/After,Paused,2025-09-02,17,188062.51,11092151.5,58.98,3641480,147374,4.05,17975,1.28,10.46,4.97,1.38,5.79,
AD-0398,ENDED_WIN,Instagram,Man Matters,Nutrition,Image,F 18-24,Before/After,Paused,2025-01-18,47,115731.02,3611447.51,31.21,4267176,229375,5.38,11388,0.5,10.16,6.81,6.43,5.08,
AD-0399,MONITOR,Instagram,Little Joys,Skin Care,Video,M 25-34,UGC Style,Active,2025-03-08,46,194146.27,585315.09,3.01,8388564,76838,0.92,2539,2.53,76.47,1.57,2.87,1.66,63.12
AD-0400,ENDED_WIN,Google,Be Bodywise,Sexual Health,Reel,M 18-24,UGC Style,Paused,2025-11-03,5,88778.67,2387361.76,26.89,807964,42663,5.28,2513,2.08,35.33,9.64,7.04,7.55,9.53
AD-0401,ENDED_WIN,Meta,Be Bodywise,Skin Care,Carousel,M 35-44,Infographic,Completed,2025-06-15,74,135621.74,10320587.97,76.1,3204462,94961,2.96,5535,1.43,24.5,8.07,7.22,1.27,
AD-0402,ENDED_WIN,Google,Man Matters,Hair Care,Reel,F 18-24,Doctor Trust,Paused,2025-01-26,44,73879.1,23348067.45,316.03,3253576,187996,5.78,27658,0.39,2.67,7.87,3.73,1.71,77.67
AD-0403,ENDED_OK,Meta,Man Matters,Nutrition,Video,F 25-34,Before/After,Paused,2025-09-15,65,164460.39,2064819.54,12.56,7803917,167525,2.15,2857,0.98,57.56,8.03,2.13,6.43,84.34
AD-0404,ENDED_WIN,Meta,Little Joys,Skin Care,Carousel,F 18-24,UGC Style,Paused,2025-06-14,9,31501.38,6586925.6,209.1,1192538,60554,5.08,3831,0.52,8.22,7.68,2.91,5.01,
AD-0405,ENDED_WIN,Instagram,Man Matters,Nutrition,Carousel,M 25-34,Product Demo,Completed,2025-09-12,58,61780.15,8969208.4,145.18,1932884,113060,5.85,8434,0.55,7.33,3.73,6.81,2.21,
AD-0406,ENDED_WIN,Instagram,Man Matters,Weight Management,Image,M 18-24,Doctor Trust,Completed,2025-09-05,78,102704.24,19288476.76,187.81,1709667,116713,6.83,9761,0.88,10.52,6.54,8.35,3.95,
AD-0407,ENDED_WIN,Meta,Man Matters,Sexual Health,Image,F 35-44,Product Demo,Completed,2025-03-07,26,188501.15,14603985.54,77.47,3250768,139185,4.28,7699,1.35,24.48,1.29,4.8,2.84,
AD-0408,ENDED_WIN,Google,Be Bodywise,Hair Care,Reel,F 35-44,Before/After,Completed,2025-02-25,38,57841.2,18577347.74,321.18,2226682,104263,4.68,9432,0.55,6.13,3.05,9.77,1.67,52.23
AD-0409,ENDED_WIN,Meta,Man Matters,Sexual Health,Story,M 25-34,Doctor Trust,Completed,2025-05-09,66,63414.46,4444157.65,70.08,1080342,37296,3.45,4994,1.7,12.7,7.7,1.96,1.82,
AD-0410,ENDED_WIN,YouTube,Man Matters,Wellness,Image,F 35-44,Testimonial,Paused,2025-05-13,49,162733.84,22549247.06,138.57,4398797,85963,1.95,11985,1.89,13.58,2.13,3.56,2.46,
AD-0411,ENDED_WIN,Meta,Man Matters,Nutrition,Image,F 18-24,Testimonial,Completed,2025-11-04,71,116905.21,35825575.49,306.45,3890688,173973,4.47,24761,0.67,4.72,2.46,9.61,7.01,
AD-0412,ENDED_WIN,Meta,Little Joys,Wellness,Reel,F 18-24,Celebrity Endorsement,Completed,2025-05-10,13,5517.32,546847.58,99.11,198301,6294,3.17,696,0.88,7.93,8.35,8.71,7.23,78.41
AD-0413,SCALE,YouTube,Man Matters,Sexual Health,Video,F 35-44,Before/After,Active,2025-06-06,60,92320.26,4613920.58,49.98,2347372,17748,0.76,2636,5.2,35.02,9.6,9.67,4.51,9.11
AD-0414,ENDED_WIN,Google,Little Joys,Wellness,Carousel,M 18-24,Before/After,Completed,2025-04-21,83,26007.87,9226048.64,354.74,1213664,53273,4.39,7908,0.49,3.29,1.35,2.19,6.86,
AD-0415,ENDED_OK,Instagram,Man Matters,Hair Care,Reel,M 25-34,Infographic,Completed,2025-03-06,71,5586.66,16576.06,2.97,160807,2160,1.34,25,2.59,223.47,5.77,6.41,1.27,46.41
AD-0416,ENDED_WIN,Google,Little Joys,Skin Care,Carousel,F 18-24,UGC Style,Paused,2025-03-21,85,139164.61,21454297.86,154.16,6239656,263624,4.22,17934,0.53,7.76,6.38,8.67,7.15,
AD-0417,SCALE,Instagram,Be Bodywise,Sexual Health,Carousel,M 35-44,Doctor Trust,Active,2025-04-01,18,40565.9,2017074.91,49.72,889373,70037,7.87,6450,0.58,6.29,5.83,1.53,5.52,
AD-0418,MONITOR,YouTube,Little Joys,Wellness,Carousel,F 35-44,Celebrity Endorsement,Active,2025-07-03,52,197388.75,1817414.15,9.21,1104923,25061,2.27,1359,7.88,145.25,4.46,6.46,1.77,
AD-0419,SCALE,Instagram,Man Matters,Skin Care,Reel,F 35-44,Doctor Trust,Active,2025-11-03,59,60889.17,5957804.23,97.85,1735612,93410,5.38,3300,0.65,18.45,9.39,8.48,5.02,16.85
AD-0420,TESTING,Meta,Little Joys,Skin Care,Video,F 35-44,Lifestyle,Active,2025-06-27,8,16138.76,1111755.96,68.89,441407,27117,6.14,2065,0.6,7.82,5.81,4.52,6.94,28.47
AD-0421,ENDED_WIN,Meta,Man Matters,Skin Care,Story,F 18-24,Before/After,Paused,2025-02-16,24,2064.37,131100.99,63.51,83834,639,0.76,95,3.23,21.73,1.17,6.99,7.78,
AD-0422,ENDED_OK,Google,Little Joys,Weight Management,Reel,M 35-44,Testimonial,Paused,2025-08-24,84,162850.99,2214188.65,13.6,3445662,268919,7.8,2655,0.61,61.34,5.62,5.66,2.38,75.12
AD-0423,MONITOR,Google,Man Matters,Weight Management,Image,F 35-44,Product Demo,Active,2025-09-03,40,932.88,460485.8,493.62,24306,1902,7.83,261,0.49,3.57,4.08,4.46,7.91,
AD-0424,ENDED_WIN,Instagram,Little Joys,Sexual Health,Carousel,M 35-44,Infographic,Completed,2025-10-03,38,123139.63,7740588.01,62.86,5332188,170607,3.2,14813,0.72,8.31,7.8,6.12,3.24,
AD-0425,ENDED_WIN,Google,Man Matters,Sexual Health,Video,M 18-24,Before/After,Paused,2025-11-16,13,87586.92,3663063.32,41.82,3161693,175190,5.54,16591,0.5,5.28,1.77,9.84,1.94,18
AD-0426,ENDED_WIN,Google,Man Matters,Hair Care,Carousel,F 18-24,Infographic,Paused,2025-01-08,13,184760.21,3543872.14,19.18,1877380,99742,5.31,4313,1.85,42.84,7.22,7.64,4.26,
AD-0427,KILL,Instagram,Man Matters,Hair Care,Reel,M 18-24,Doctor Trust,Active,2025-07-09,5,124424.73,241890.22,1.94,1267092,8317,0.66,736,14.96,169.06,3.54,3.92,6.18,22.66
AD-0428,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Carousel,M 35-44,Doctor Trust,Paused,2025-11-28,26,5346.77,138132.42,25.83,103492,7466,7.21,89,0.72,60.08,4.49,9.68,7.15,
AD-0429,ENDED_WIN,YouTube,Be Bodywise,Skin Care,Reel,M 18-24,Lifestyle,Paused,2025-11-26,58,87046.33,2615489.05,30.05,1018739,55043,5.4,3603,1.58,24.16,6.67,8,6.49,5.07
AD-0430,KILL,Meta,Man Matters,Hair Care,Video,F 35-44,UGC Style,Active,2025-10-03,85,3245.04,5698.5,1.76,53859,2459,4.57,15,1.32,216.34,7.87,5.72,3.43,69.8
AD-0431,ENDED_WIN,YouTube,Be Bodywise,Skin Care,Reel,M 18-24,Celebrity Endorsement,Completed,2025-02-02,10,125313.55,12709013.65,101.42,6233359,347112,5.57,24362,0.36,5.14,5.85,4.97,6.92,46.39
AD-0432,ENDED_WIN,Google,Little Joys,Skin Care,Video,M 18-24,Doctor Trust,Completed,2025-02-15,88,90129.59,11114169.28,123.31,4099473,144334,3.52,9015,0.62,10,9.8,9.98,4.18,16.06
AD-0433,ENDED_WIN,YouTube,Man Matters,Wellness,Reel,M 35-44,Testimonial,Paused,2025-07-21,31,92368.38,36522837.52,395.4,2574305,145335,5.65,21160,0.64,4.37,9.1,6.48,1.5,6.56
AD-0434,ENDED_WIN,Instagram,Little Joys,Skin Care,Carousel,F 35-44,Lifestyle,Paused,2025-05-26,74,64506.62,2629144.88,40.76,1126721,22147,1.97,1809,2.91,35.66,9.88,8.31,2.95,
AD-0435,ENDED_WIN,Google,Little Joys,Sexual Health,Image,F 18-24,Celebrity Endorsement,Paused,2025-04-12,27,83383.95,2065568.67,24.77,2701998,54104,2,6778,1.54,12.3,1.33,1.82,6.01,
AD-0436,ENDED_WIN,Google,Little Joys,Sexual Health,Reel,M 35-44,Testimonial,Completed,2025-03-21,89,68486.76,6932329.85,101.22,2150275,167458,7.79,7044,0.41,9.72,7.77,9.5,3.46,14.7
AD-0437,ENDED_WIN,Instagram,Little Joys,Weight Management,Story,F 35-44,Infographic,Paused,2025-02-16,15,192841.74,6599680.51,34.22,9192533,265523,2.89,15948,0.73,12.09,5.78,9.01,5.69,
AD-0438,SCALE,YouTube,Man Matters,Skin Care,Carousel,F 35-44,Before/After,Active,2025-08-02,67,38683.51,6871320.99,177.63,1574250,117086,7.44,9165,0.33,4.22,9.98,2.85,6.64,
AD-0439,SCALE,Google,Little Joys,Hair Care,Image,M 18-24,Product Demo,Active,2025-01-27,22,91721.51,2843835.61,31.01,508813,19380,3.81,2503,4.73,36.64,3.12,5.09,1.73,
AD-0440,ENDED_WIN,Meta,Be Bodywise,Wellness,Reel,M 35-44,UGC Style,Paused,2025-01-01,75,62815.02,4263131.53,67.87,2481943,165112,6.65,10207,0.38,6.15,4.68,9.96,3.57,52.36
AD-0441,MONITOR,YouTube,Be Bodywise,Sexual Health,Story,F 25-34,Celebrity Endorsement,Active,2025-07-18,36,59091.02,264637.81,4.48,391978,4482,1.14,481,13.18,122.85,7.59,8.95,1.61,
AD-0442,SCALE,Meta,Little Joys,Wellness,Carousel,M 35-44,Before/After,Active,2025-11-15,74,30099.62,1200171.61,39.87,1014850,23375,2.3,951,1.29,31.65,3.02,3.15,6.81,
AD-0443,ENDED_WIN,Instagram,Be Bodywise,Nutrition,Story,F 35-44,Doctor Trust,Paused,2025-08-14,27,90755.9,47807756.87,526.77,3165812,219964,6.95,26514,0.41,3.42,6.66,7.13,3.97,
AD-0444,SCALE,Instagram,Be Bodywise,Sexual Health,Reel,M 18-24,UGC Style,Active,2025-02-17,60,111535.27,4489310.51,40.25,1733858,84759,4.89,4546,1.32,24.53,4.07,4.36,7.02,49.02
AD-0445,KILL,Instagram,Be Bodywise,Nutrition,Carousel,M 35-44,Lifestyle,Active,2025-05-07,35,118607.3,293567.76,2.48,711628,27131,3.81,860,4.37,137.92,9.01,8.19,4.05,
AD-0446,ENDED_WIN,YouTube,Man Matters,Sexual Health,Story,M 35-44,Before/After,Completed,2025-09-03,24,46512.05,1270826.82,27.32,889287,36266,4.08,3127,1.28,14.87,3.2,1.08,7.21,
AD-0447,ENDED_WIN,Meta,Little Joys,Wellness,Reel,F 35-44,Product Demo,Paused,2025-01-11,43,25762.1,513936.97,19.95,385323,25803,6.7,511,1,50.42,4.99,5.32,4.45,80.24
AD-0448,ENDED_WIN,Instagram,Little Joys,Skin Care,Reel,M 35-44,Testimonial,Completed,2025-05-22,46,191646.34,9399632.7,49.05,3032077,152234,5.02,18126,1.26,10.57,6.18,9.24,4.81,57.69
AD-0449,MONITOR,YouTube,Be Bodywise,Sexual Health,Video,F 35-44,Celebrity Endorsement,Active,2025-01-18,81,194077.52,2290410.03,11.8,1471554,58290,3.96,1484,3.33,130.78,6.87,1.28,1.96,25.7
AD-0450,ENDED_WIN,Google,Be Bodywise,Hair Care,Carousel,M 25-34,UGC Style,Completed,2025-03-04,22,38929.28,13920616.19,357.59,1067967,58729,5.5,7490,0.66,5.2,4.11,3.24,1.71,
AD-0451,ENDED_WIN,Meta,Little Joys,Sexual Health,Image,F 25-34,Doctor Trust,Paused,2025-01-06,57,125133.07,32439909.9,259.24,5071264,378283,7.46,23000,0.33,5.44,1.56,6.72,3.15,
AD-0452,SCALE,Google,Be Bodywise,Hair Care,Carousel,M 25-34,Product Demo,Active,2025-05-06,31,43656.07,998679.14,22.88,1611841,41153,2.55,608,1.06,71.8,5.9,4.43,2.89,
AD-0453,SCALE,YouTube,Man Matters,Weight Management,Image,M 18-24,UGC Style,Active,2025-05-05,83,85816.46,2895853.08,33.74,2505318,41758,1.67,4660,2.06,18.42,9.68,5.55,1.08,
AD-0454,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Reel,M 25-34,Celebrity Endorsement,Paused,2025-03-01,17,121126.07,10490090.65,86.6,1791561,114610,6.4,6021,1.06,20.12,4.03,4.69,1.98,50.93
AD-0455,SCALE,Instagram,Little Joys,Sexual Health,Reel,M 18-24,Celebrity Endorsement,Active,2025-02-08,16,32199.86,2068351.27,64.23,992684,63008,6.35,4203,0.51,7.66,5.72,3.93,1.99,26.54
AD-0456,ENDED_WIN,YouTube,Be Bodywise,Wellness,Image,M 18-24,Doctor Trust,Completed,2025-02-01,34,53902.24,6652271.78,123.41,2463395,91578,3.72,5148,0.59,10.47,2.45,1.16,3.19,
AD-0457,SCALE,Meta,Man Matters,Hair Care,Reel,M 35-44,Testimonial,Active,2025-09-22,65,163874.92,48561590.23,296.33,5396464,305747,5.67,44368,0.54,3.69,3.85,7.44,1.7,14.51
AD-0458,ENDED_OK,YouTube,Little Joys,Wellness,Carousel,F 25-34,Testimonial,Completed,2025-10-16,20,173009.03,876926.29,5.07,1867532,30833,1.65,2016,5.61,85.82,1.82,5.2,6.36,
AD-0459,MONITOR,Google,Be Bodywise,Weight Management,Story,F 35-44,Before/After,Active,2025-10-08,14,7208.97,130452.81,18.1,101460,1711,1.69,115,4.21,62.69,4.97,3.23,4.91,
AD-0460,SCALE,YouTube,Man Matters,Nutrition,Image,F 35-44,Infographic,Active,2025-04-25,71,115952.9,3852598.23,33.23,2669267,88073,3.3,8110,1.32,14.3,2.23,2.66,1.76,
AD-0461,ENDED_WIN,Instagram,Little Joys,Sexual Health,Video,M 18-24,Celebrity Endorsement,Completed,2025-10-16,48,4165.9,236056.38,56.66,177570,6863,3.86,452,0.61,9.22,9.16,5,1.67,74.49
AD-0462,ENDED_OK,YouTube,Man Matters,Nutrition,Carousel,F 35-44,Infographic,Completed,2025-05-11,80,145165.05,729520.49,5.03,3311153,185059,5.59,714,0.78,203.31,7.7,6.3,5.41,
AD-0463,SCALE,YouTube,Man Matters,Sexual Health,Video,M 18-24,Product Demo,Active,2025-08-20,27,56953.75,14103569.62,247.63,2798975,130998,4.68,11685,0.43,4.87,4.62,9.55,4.48,55.38
AD-0464,ENDED_WIN,Google,Little Joys,Skin Care,Video,F 18-24,Infographic,Completed,2025-04-01,77,61819.3,52872592.85,855.28,2764066,220852,7.99,26645,0.28,2.32,7.55,8.24,5.59,59.57
AD-0465,ENDED_WIN,Instagram,Little Joys,Nutrition,Image,F 25-34,Infographic,Paused,2025-01-02,76,190157.78,74814877.47,393.44,8105642,555220,6.85,39860,0.34,4.77,9.76,9.96,1.52,
AD-0466,ENDED_OK,Instagram,Man Matters,Weight Management,Story,F 35-44,Doctor Trust,Paused,2025-08-18,88,94298.82,285898.13,3.03,1063098,18433,1.73,752,5.12,125.4,4.74,3.36,5.43,
AD-0467,ENDED_WIN,Instagram,Man Matters,Weight Management,Video,M 18-24,Before/After,Completed,2025-02-03,3,75760.32,4422663.62,58.38,1579539,65824,4.17,2453,1.15,30.88,2.84,1.85,6.03,18.2
AD-0468,SCALE,Meta,Man Matters,Hair Care,Story,M 25-34,Product Demo,Active,2025-04-17,61,98298.98,5405698.22,54.99,1089712,82362,7.56,12046,1.19,8.16,7.1,2.09,7.24,
AD-0469,SCALE,Meta,Man Matters,Nutrition,Carousel,M 18-24,Infographic,Active,2025-11-12,42,152532.37,15063186.17,98.75,1174734,93847,7.99,11858,1.63,12.86,6.44,5.07,2.16,
AD-0470,TESTING,Meta,Man Matters,Wellness,Carousel,F 25-34,Doctor Trust,Active,2025-11-27,12,18421.03,2394664.25,130,728915,25712,3.53,1965,0.72,9.37,4.98,1.29,5.63,
AD-0471,SCALE,Instagram,Little Joys,Sexual Health,Image,M 35-44,Before/After,Active,2025-01-15,42,139582.95,7334656.47,52.55,1504267,75089,4.99,7547,1.86,18.5,1.58,4.94,5.66,
AD-0472,ENDED_WIN,YouTube,Be Bodywise,Wellness,Image,M 35-44,Lifestyle,Paused,2025-08-06,69,19574.92,1510160.54,77.15,959717,72037,7.51,1542,0.27,12.69,9.83,9.09,7.47,
AD-0473,SCALE,YouTube,Little Joys,Wellness,Reel,F 35-44,Lifestyle,Active,2025-03-21,28,147422.36,6454555.62,43.78,4480687,91396,2.04,8066,1.61,18.28,4.29,4.28,2.59,43.94
AD-0474,ENDED_WIN,Google,Man Matters,Sexual Health,Reel,F 25-34,Product Demo,Completed,2025-11-19,16,126635.8,14242751.73,112.47,2843124,190331,6.69,10200,0.67,12.42,6.12,5.78,6.66,30.07
AD-0475,ENDED_WIN,Google,Man Matters,Nutrition,Carousel,M 25-34,Before/After,Completed,2025-07-06,6,133189.22,7661410.08,57.52,3570917,48187,1.35,3922,2.76,33.96,3.72,2.78,1.52,
AD-0476,ENDED_WIN,Meta,Be Bodywise,Sexual Health,Reel,M 35-44,Before/After,Paused,2025-10-09,85,100948.32,5013337.14,49.66,2004463,111566,5.57,5808,0.9,17.38,3.15,3.37,3.18,33.39
AD-0477,ENDED_WIN,Instagram,Little Joys,Wellness,Image,F 18-24,Lifestyle,Completed,2025-01-11,9,56613.52,7231086.76,127.73,1092120,42930,3.93,3689,1.32,15.35,2.33,3.9,4.79,
AD-0478,ENDED_WIN,YouTube,Man Matters,Sexual Health,Video,M 35-44,Doctor Trust,Paused,2025-02-24,71,178369.12,42509971.4,238.33,6457415,420858,6.52,43309,0.42,4.12,5.6,3,5.52,26.61
AD-0479,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Carousel,M 25-34,Product Demo,Completed,2025-10-27,70,44918.74,1602267.34,35.67,395092,21495,5.44,2107,2.09,21.32,1.38,9.63,4.72,
AD-0480,ENDED_WIN,Meta,Be Bodywise,Weight Management,Reel,M 25-34,Infographic,Completed,2025-11-23,39,33651.11,2082729.67,61.89,1433078,17009,1.19,1067,1.98,31.54,4.04,5.1,4.78,59.74
AD-0481,ENDED_OK,YouTube,Man Matters,Nutrition,Carousel,M 35-44,Before/After,Completed,2025-06-21,19,151451.73,1747460.81,11.54,904322,49864,5.51,1570,3.04,96.47,2.67,6.76,3.76,
AD-0482,ENDED_WIN,Meta,Man Matters,Nutrition,Reel,M 25-34,UGC Style,Completed,2025-08-07,85,138936.04,2420472.01,17.42,4630878,132825,2.87,1964,1.05,70.74,9.38,6.82,2.64,5.39
AD-0483,ENDED_WIN,Google,Little Joys,Weight Management,Carousel,F 18-24,Testimonial,Paused,2025-05-22,81,46188.82,1058173.98,22.91,402749,9242,2.29,886,5,52.13,3.29,3.89,5.3,
AD-0484,ENDED_WIN,Instagram,Be Bodywise,Wellness,Carousel,M 18-24,Product Demo,Completed,2025-04-25,86,4297.1,136700.91,31.81,193382,9825,5.08,508,0.44,8.46,2.51,1.8,2.29,
AD-0485,ENDED_WIN,Google,Man Matters,Weight Management,Reel,M 25-34,Lifestyle,Paused,2025-05-06,71,139571.48,3638541.25,26.07,1714241,113174,6.6,2858,1.23,48.84,8.59,2.77,5.92,43.82
AD-0486,SCALE,YouTube,Man Matters,Nutrition,Reel,M 18-24,Infographic,Active,2025-09-14,34,106024.6,8484983.18,80.03,5228002,42743,0.82,4422,2.48,23.98,9.3,2.44,4.84,28.81
AD-0487,ENDED_WIN,Google,Be Bodywise,Weight Management,Reel,F 18-24,Lifestyle,Completed,2025-11-04,31,53707.07,1905506.97,35.48,1385758,45690,3.3,2126,1.18,25.26,4.51,8.15,5.17,19.92
AD-0488,ENDED_WIN,Meta,Man Matters,Hair Care,Image,M 35-44,Lifestyle,Completed,2025-05-22,83,83420.68,22680868.29,271.89,3058138,100909,3.3,14156,0.83,5.89,7.62,7.95,2.43,
AD-0489,ENDED_WIN,Meta,Be Bodywise,Weight Management,Carousel,M 25-34,UGC Style,Completed,2025-01-21,12,42656.71,1376123.87,32.26,1208231,47657,3.94,4662,0.9,9.15,7.36,5.18,5.1,
AD-0490,ENDED_WIN,Google,Little Joys,Wellness,Reel,M 25-34,Doctor Trust,Completed,2025-06-18,6,59955.75,10074322.28,168.03,2691564,96374,3.58,7109,0.62,8.43,5.87,9.07,4.75,30.59
AD-0491,ENDED_WIN,Instagram,Man Matters,Wellness,Carousel,F 25-34,Doctor Trust,Completed,2025-04-09,17,184734,11569759.83,62.63,8461826,286494,3.39,30737,0.64,6.01,2.74,9.48,5.64,
AD-0492,MONITOR,YouTube,Man Matters,Nutrition,Reel,F 35-44,Testimonial,Active,2025-06-02,39,175694.2,2441826.98,13.9,3586684,42248,1.18,1297,4.16,135.46,5.43,9.59,6.27,70.31
AD-0493,ENDED_OK,YouTube,Be Bodywise,Skin Care,Story,F 35-44,Testimonial,Paused,2025-08-05,73,145191.22,417410.57,2.87,4648898,144335,3.1,488,1.01,297.52,2.3,5.64,7.38,
AD-0494,SCALE,Meta,Be Bodywise,Sexual Health,Video,F 25-34,Celebrity Endorsement,Active,2025-07-04,36,166332.21,53210641.14,319.91,5593200,341872,6.11,37113,0.49,4.48,7.9,2.7,3.28,33.69
AD-0495,ENDED_WIN,Google,Man Matters,Nutrition,Story,M 25-34,Celebrity Endorsement,Completed,2025-10-10,11,12746.22,739026.52,57.98,459926,11476,2.5,424,1.11,30.06,2.92,4.14,7.87,
AD-0496,ENDED_OK,Instagram,Man Matters,Wellness,Image,M 25-34,Celebrity Endorsement,Paused,2025-09-04,20,69030.13,752951.36,10.91,1472738,99799,6.78,478,0.69,144.41,6.94,2.17,1.54,
AD-0497,SCALE,Google,Little Joys,Sexual Health,Image,F 18-24,Celebrity Endorsement,Active,2025-03-25,85,161982.45,19177715.39,118.39,2182515,151886,6.96,15848,1.07,10.22,6.02,9.43,6.61,
AD-0498,ENDED_WIN,Google,Man Matters,Skin Care,Reel,F 18-24,Infographic,Completed,2025-05-13,29,18590.1,927135.22,49.87,102802,7789,7.58,745,2.39,24.95,5.61,7.38,2.93,30.4
AD-0499,SCALE,Meta,Man Matters,Weight Management,Video,M 35-44,Lifestyle,Active,2025-08-13,88,105215.18,5821834.35,55.33,4289478,79943,1.86,11905,1.32,8.84,7.16,8.81,7.95,16.36
AD-0500,ENDED_WIN,Meta,Be Bodywise,Wellness,Video,M 18-24,Doctor Trust,Completed,2025-04-10,34,83491.59,3842764.6,46.03,2962232,174786,5.9,4351,0.48,19.19,1.97,9.2,6.9,12.62
AD-0501,ENDED_LOSS,Instagram,Little Joys,Hair Care,Image,F 18-24,Testimonial,Completed,2025-01-02,14,93660.98,172813.59,1.85,2170578,27813,1.28,457,3.37,204.95,4.66,5.19,2.59,
AD-0502,SCALE,YouTube,Man Matters,Skin Care,Image,F 18-24,Before/After,Active,2025-09-08,79,189295.75,13181459.56,69.63,2770779,102526,3.7,10224,1.85,18.51,7.5,3.43,4.79,
AD-0503,ENDED_WIN,Instagram,Little Joys,Sexual Health,Reel,M 25-34,Doctor Trust,Completed,2025-09-26,50,186088.55,12215910.27,65.65,1108689,68034,6.14,9027,2.74,20.61,3.5,7.27,4.07,54.27
AD-0504,ENDED_WIN,Google,Little Joys,Hair Care,Video,F 25-34,Before/After,Paused,2025-03-26,34,29230.86,903598.52,30.91,736470,36489,4.95,3190,0.8,9.16,4.73,4.7,5.59,52.28
